,UNIQUE-ID,COMMON-NAME,ENZYME,REACTION,ALTERNATIVE-SUBSTRATES
15053,ENZRXN-14211,2-oxo-4-hexenoate hydratase,MONOMER-13356,['RXN-8842'],N/A
15054,ENZRXN-14518,&gamma;-coniceine reductase,MONOMER-13624,['RXN-8982'],N/A
15055,ENZRXN-5105,ammonia monooxygenase,CPLX-3242,['AMONITRO-RXN'],N/A
15056,ENZRXN-1703,glutathionylspermidine amidase,CFGSS-MONOMER,['GSPAMID-RXN'],N/A
15057,ENZRXN-17325,"D-galactose-2,6-sulfohydrolase",MONOMER-15289,['RXN-11096'],N/A
15058,ENZRXN-25286,type 2 precursor disaccharide 3-L-fucosyltransferase,HS10249-MONOMER,['GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN'],N/A
15059,ENZRXN-4221,S-formylglutathione hydrolase,CPLX-3421,['S-FORMYLGLUTATHIONE-HYDROLASE-RXN'],['(CPD-548 S-ACETYLGLUTATHIONE)']
15060,ENZRXNQT-9318,L-galactose dehydrogenase,AT4G33670-MONOMER,['RXN-1884'],N/A
15061,ENZRXN-11826,(S)-4-hydroxymandelate racemase,MONOMER-2421,['HYDROXY-MANDELATE-RACEMASE-RXN'],N/A
15062,ENZRXN-25147,poly(glucosyl <i>N</i>-acetylgalactosamine 1-phosphate) <i>N</i>-acetylgalactosamine 1-phosphate transferase,BSU35680-MONOMER,['RXN-18059'],N/A
15063,ENZRXN-25424,heme oxygenase,MONOMER-20093,['RXN-17523'],N/A
15064,ENZRXN0-8267,3-hydroxyacyl-CoA dehydrogenase,FADB-CPLX,['RXN-17794'],N/A
15065,ENZRXN0-8006,magnesium hydrogenphosphate:H<sup>+</sup> symporter,PITA-MONOMER,['TRANS-RXN-277'],N/A
15066,ENZRXN-11981,"(gibberellin-9),2-oxoglutarate:oxygen oxidoreductase (3&beta;-hydroxylating)",MONOMER-11637,['RXN1F-165'],N/A
15067,ENZRXN-6925,(<i>E</i>)-&beta;-ocimene synthase,AG4-MONOMER,['RXN-5109'],N/A
15068,ENZRXN-6383,UDP-glucose:benzyladenine 7-N-glucosyltransferase,AT5G05870-MONOMER,['RXN-4729'],N/A
15069,ENZRXN-7724,glutamate dehydrogenase (NAD-dependent),CPLX-4646,['GLUTAMATE-DEHYDROGENASE-RXN'],N/A
15070,ENZRXN-20887,acid phosphatase,AT5G34850-MONOMER,['ACID-PHOSPHATASE-RXN'],N/A
15071,ENZRXN-20732,&beta;-ketodecanoyl-[acyl-carrier-protein] synthase,MONOMER-17586,['RXN-13613'],['(CPD-196 CPD-10267)']
15072,ENZRXN-21037,myricetin 3-<i>O</i>-glucosyltransferase,MONOMER-17774,['RXN-13822'],N/A
15073,ENZRXN-18712,7-cyano-7-deazaguanine tRNA-ribosyltransferase,CPLX-8237,['RXN-12144'],N/A
15074,ENZRXN-12751,antheraxanthin epoxidase,MONOMER-2602,['RXN-7979'],N/A
15075,ENZRXN-18853,&alpha; carotene &epsilon;-monooxygenase,AT3G53130-MONOMER,['RXN-12226'],N/A
15076,ENZRXN-12898,"lysine 2,3-aminomutase",CPLX-7124,['LYSINE-23-AMINOMUTASE-RXN'],N/A
15077,ENZRXNARA-792,glycerol-3-phosphate 2-<em>O</em>-acyltransferase,AT4G00400-MONOMER,['RXN-13112'],N/A
15078,ENZRXN-13046,vomilenine reductase,MONOMER-12395,['1.5.1.32-RXN'],N/A
15079,ENZRXN1F-1121,dihydrokaempferol dioxygenase,AT5G08640-MONOMER,['RXN1F-93'],N/A
15080,ENZRXN185E-2030,catalase,CPLX-9239,['CATAL-RXN'],N/A
15081,ENZRXN1G-222,trans-tetracos-2-enoyl-[acp] reductase,G185E-6762-MONOMER,['RXN1G-526'],N/A
15082,ENZRXN-23335,3-oxo-stearoyl-CoA synthase,MONOMER-19035,['RXN-9543'],N/A
15083,ENZRXN-23197,aspyridone synthetase,MONOMER-18934,['RXN-15918'],N/A
15084,ENZRXN-9821,"(gibberellin-12), 2-oxoglutarate:oxygen oxidoreductase",MONOMER-9621,['RXN1F-162'],N/A
15085,ENZRXN-21295,linalool synthase,MONOMER-17883,['4.2.3.26-RXN'],N/A
15086,ENZRXN-21151,myricetin 7-<i>O</i>-methyltransferase,MONOMER-17829,['RXN-13910'],N/A
15087,ENZRXN-23467,2-naphthoate-coA ligase,MONOMER-19097,['RXN-15000'],N/A
15088,ENZRXN-14837,"4,4'-diapophytofluene desaturase",MONOMER-13875,['RXN-9304'],N/A
15089,ENZRXN-14646,D-sorbitol dehydrogenase,CPLX-7573,['D-SORBITOL-DEHYDROGENASE-RXN'],"['(SORBITOL MANNITOL)', '(SORBITOL GLYCEROL)', '(SORBITOL CPD-355)', '(SORBITOL ERYTHRITOL)', '(SORBITOL RIBITOL)']"
15090,ENZRXN-21466,baicalin &beta;-<i>D</i>-glucuronidase,MONOMER-17918,['RXN-11760'],N/A
15091,ENZRXN-17610,hypoxia-inducible factor-asparagine dioxygenase,CPLX-8030,['RXN-11321'],N/A
15092,ENZRXN-17452,dihydrouracil dehydrogenase,CPLX-8004,['1.3.1.2-RXN'],['(URACIL CPD0-1327)']
15093,ENZRXN-14993,4-isopropenyl-7-methyloxepan-2-one hydrolase,MONOMER-13966,['RXN-9393'],N/A
15094,MALIC-NADP-ENZRXN,malate dehydrogenase,MALIC-NADP-CPLX,['MALIC-NADP-RXN'],['(MAL OXALACETIC_ACID)']
15095,GLUTAMIDOTRANS-ENZRXN,imidazole glycerol phosphate synthase,GLUTAMIDOTRANS-CPLX,['GLUTAMIDOTRANS-RXN'],N/A
15096,ENZRXN-17772,D-galactarate dehydratase,MONOMER-15616,['GALACTARDEHYDRA-RXN'],N/A
15097,ENZRXN-25684,cysteine desulfurase:TUM1 sulfurtransferase,HS05177-MONOMER,['RXN-18705'],N/A
15098,ENZRXN-25546,jasmonoyl-L-isoleucine hydrolase,AT1G44350-MONOMER,['RXN-18484'],N/A
15099,PYRAMKIN-ENZRXN,pyridoxamine kinase,PDXK-CPLX,['PYRAMKIN-RXN'],N/A
15100,ENZRXN-23709,mannitol-1-phosphatase,CPLX-8986,['MANNITOL-1-PHOSPHATASE-RXN'],N/A
15101,ENZRXN-23577,&alpha;-linolenate 9<i>S</i>-lipoxygenase,MONOMER-16850,['RXN-8497'],N/A
15102,ENZRXN3O-1420,serine hydroxymethyltransferase,YLR058C-MONOMER,['GLYOHMETRANS-RXN'],N/A
15103,ENZRXN-12254,triose phosphate isomerase,CPLX-6993,['TRIOSEPISOMERIZATION-RXN'],N/A
15104,ENZRXN-12092,paraxanthine:S-adenosyl-L-methionine 3-N-methyltransferase,MONOMER-11679,['RXN-7601'],N/A
15105,ENZRXN-23841,<i>R</i>-2-hydroxy-3-methylpentanoate-methylvaline-phenylalanine-methylphenylalanine-prolyl-[acp] synthetase,MONOMER-19313,['RXN-16641'],N/A
15106,ENZRXN-15293,lotaustralin beta-glucosidase,MONOMER-14132,['RXN-9674'],"['(CPD-10277 ""rhodiocyanoside A"")', '(CPD-10277 ""prunasin"")', '(CPD-10277 CPD-1042)', '(CPD-10277 LINAMARIN)']"
15107,ENZRXN-15128,dhurrinase &beta;-glucosidase,MONOMER-14082,['RXN-9588'],N/A
15108,2OXOGLUTARATEDEH-ENZRXN,2-oxoglutarate dehydrogenase,2OXOGLUTARATEDEH-CPLX,['2OXOGLUTARATEDEH-RXN'],N/A
15109,ENZRXN-18018,heparan sulfate <i>N</i>-deacetylase,HS06527-MONOMER,['RXN-11557'],N/A
15110,ENZRXN-17883,glycocholate hydrolase,CPLX-8072,['CHOLOYLGLYCINE-HYDROLASE-RXN'],['(GLYCOCHOLIC_ACID CPD-3743)']
15111,ENZRXN-12424,branched-chain-amino-acid aminotransferase,CPLX-7030,['BRANCHED-CHAINAMINOTRANSFERILEU-RXN'],N/A
15112,ENZRXN-9021,3-sulfinoalanine aminotransferase,CPLX-5342,['3-SULFINOALANINE-AMINOTRANSFERASE-RXN'],N/A
15113,ENZRXN-8321,"3-hydroxyanthranilate 3,4-dioxygenase",CPLX-7479,['1.13.11.6-RXN'],N/A
15114,ENZRXN-15463,acyl-carrier protein: acetate ligase,MONOMER-14253,['RXN-9776'],N/A
15115,ENZRXN-26081,(<i>S</i>)-scoulerine 9-<em>O</em>-methyltransferase,MONOMER-20387,['2.1.1.117-RXN'],N/A
15116,ENZRXN-25946,"5-bromo-3-(3,5-dibromo-2-hydroxyphenoxy)benzene-1,2-diol synthase",MONOMER-20312,['RXN-19117'],N/A
15117,ENZRXN-18165,linoleoyl-lipid 6-desaturase,MONOMER-15862,['RXN-11680'],N/A
15118,ENZRXN-19130,malonyl-CoA:ACP transacylase,MONOMER-16561,['MALONYL-COA-ACP-TRANSACYL-RXN'],N/A
15119,ENZRXN-18990,(1&rarr;3)-(1&rarr;4)-&beta;-D-glucan 4-glucanohydrolase,MONOMER-16465,['3.2.1.73-RXN'],['(|Lichenin| CPD-13207)']
15120,ENZRXN-26214,"&alpha;-dystroglycan &alpha;1,3-xylosyltransferase/&beta;1,3-glucuronosyltransferase",ENSG00000165905-MONOMER,['RXN-19406'],N/A
15121,ENZRXN-13307,protein-<i>S</i>-isoprenylcysteine <i>O</i>-methyltransferase,AT5G08335-MONOMER,['2.1.1.100-RXN'],N/A
15122,ENZRXN-13167,dissimilatory sulfite reductase,CPLX-7178,['RXN-17803'],N/A
15123,ENZRXN-19273,FMN reductase (NADH),MONOMER-16662,['RXN-9510'],N/A
15124,ENZRXN3O-10841,L-cysteine desulfurase,G3O-29283-MONOMER,['RXN-15881'],N/A
15125,ENZRXN1G-806,(R)-3-hydroxypalmitoyl-[acp] reductase,G185E-6762-MONOMER,['RXN-9540'],N/A
15126,ENZRXN0-5521,RNase,EG10861-MONOMER,['3.1.26.4-RXN'],N/A
15127,ENZRXN0-2925,UDP-glucose:&alpha;-D-galactose-1-phosphate uridylyltransferase,GALACTURIDYLYLTRANS-CPLX,['GALACTURIDYLYLTRANS-RXN'],N/A
15128,ENZRXN0-1661,tRNA preQ<sub>1</sub><sup>34</sup> <i>S</i>-adenosylmethionine ribosyltransferase-isomerase,EG10812-MONOMER,['RXN0-1342'],N/A
15129,ENZRXN-26584,L-serine kinase (ATP),CPLX-9314,['RXN-19819'],N/A
15130,ENZRXN-21728,2-benzyl-3-hydroxybutanedioate dehydrogenase,MONOMER-18025,['RXN-14466'],N/A
15131,ENZRXN-21583,cycloartenol synthase,MONOMER-17968,['CYCLOARTENOL-SYNTHASE-RXN'],N/A
15132,ENZRXN-21878,(indol-3-yl)pyruvate aminotransferase,AT1G80360-MONOMER,['RXN-14685'],N/A
15133,ENZRXN-19567,molybdopterin synthase sulfurtransferase,G6952-MONOMER,['RXN-12473'],N/A
15134,TRANS-ENZRXN-121B,transport of fumarate,DCTA-MONOMER,['TRANS-RXN0-553'],N/A
15135,ENZRXN-19724,"3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase",MONOMER-16927,['1.13.11.25-RXN'],N/A
15136,ENZRXN5F9-3231,"phthalate 3,4-dioxygenase",CPLX5F9-21,['RXN-11679'],N/A
15137,ENZRXN3O-4155,histone acetyllysine <i>N</i>-acetyltransferase,MONOMER3O-4152,['RXN-15025'],N/A
15138,ENZRXN66-170,sulfate adenylyltransferase,HS06566-MONOMER,['SULFATE-ADENYLYLTRANS-RXN'],N/A
15139,ENZRXN-24082,proto-zwittermicin A-L-alanine C-hydroxylase,MONOMER-19445,['RXN-16941'],N/A
15140,ENZRXN-23947,pelargonidin 3-<i>O</i>-glucoside 6''-<i>O</i>-caffeoyltransferase,MONOMER-19372,['RXN-7997'],N/A
15141,ENZRXN0-7316,16S rRNA 2'-<i>O</i>-ribose C1402 methyltransferase,CPLX0-8231,['RXN-11637'],N/A
15142,ENZRXN-22121,succinate&mdash;citramalate CoA-transferase,CPLX-7546,['2.8.3.7-RXN'],N/A
15143,ENZRXN-21989,"UDP-<em>N</em>-acetylglucosamine 4,6-dehydratase",MONOMER-18148,['RXN-9998'],N/A
15144,ENZRXN-24218,"(11Z,14Z)-icosa-11,14-dienoyl-CoA 8-desaturase",HS05918-MONOMER,['RXN-17105'],N/A
15145,DSERDEAM-ENZRXN,D-serine ammonia-lyase,DSERDEAM-MONOMER,['DSERDEAM-RXN'],['(D-SERINE D-THREONINE)']
15146,ALPHAGALACTOSID-ENZRXN,&alpha;-galactosidase,ALPHAGALACTOSID-CPLX,['ALPHAGALACTOSID-RXN'],N/A
15147,ENZRXN-22264,"5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate 1-phsophohydrolase",MONOMER-18308,['RXN-14995'],N/A
15148,ENZRXN-15743,3-chlorobenzyl alcohol dehydrogenase,CPLX-2542,['RXN-9909'],N/A
15149,ENZRXN-12548,"flavanone,NADPH:oxygen oxidoreductase",MONOMER-12019,['RXN-7783'],N/A
15150,ENZRXN-1082,phosphoenolpyruvate carboxylase,CPLX-846,['PEPCARBOX-RXN'],N/A
15151,ENZRXN-13538,myrcene synthase,MONOMER-12767,['RXN-5110'],N/A
15152,ENZRXN-15601,S-1-(4-hydroxyphenyl)-ethanol dehydrogenase,MONOMER-14379,['RXN-9832'],N/A
15153,ENZRXN-15964,"UDP-<i>N</i>-acetylglucosamine 4,6-dehydratase",CPLX-7739,['RXN-9998'],N/A
15154,ENZRXN-18427,&delta;-guaiene synthase,MONOMER-16040,['RXN-11909'],N/A
15155,ENZRXN-18276,3-(3-hydroxyalkanoyloxy)alkanoate synthase,MONOMER-15954,['RXN-11762'],N/A
15156,ENZRXN-13671,&alpha;-zingiberene synthase,MONOMER-12833,['RXN-8425'],N/A
15157,ENZRXN-1621,spermidine synthase,SPEEBACSU-MONOMER,['SPERMIDINESYN-RXN'],N/A
15158,ENZRXN-16068,GTP cyclohydrolase,CPLX-7773,['RXN-10055'],['(GTP DGTP)']
15159,ENZRXN-18579,"3,3',5-triiodothyronamine 5-deiodinase",CPLX-7848,['RXN-12045'],N/A
15160,ENZRXN-26452,2-hexaprenyl-6-methoxyaminophenol <i>C</i>-methyltransferase,YML110C-MONOMER,['RXN-14296'],N/A
15161,ENZRXN-26320,<i>S</i>-fenclorimyl-L-cysteine &beta;-lyase,CPLX-1345,['RXN-19583'],N/A
15162,ENZRXN-16456,indole-3-acetyl-phenylalanine synthetase,AT1G59500-MONOMER,['RXN-9084'],N/A
15163,ENZRXN-24461,2-<i>O</i>-sulfo trehalose stearoyltransferase,G185E-8116-MONOMER,['RXN-17326'],N/A
15164,ENZRXN-24318,triostin A dithiol synthase,MONOMER-19599,['RXN-17157'],N/A
15165,ENZRXN66-2605,CTP synthase,HS00585-MONOMER,['CTPSYN-RXN'],N/A
15166,ENZRXN0-6445,murein hydrolase,G6622-MONOMER,['RXN0-5190'],N/A
15167,ENZRXN-19405,glutathione <i>S</i>-transferase,AT1G78380-MONOMER,['GSHTRAN-RXN'],N/A
15168,ENZRXN-24603,"8,12-diethyl-3-vinyl-bacteriochlorophyllide <i>d</i>  3<sup>1</sup>-hydratase",MONOMER-19716,['RXN-17435'],N/A
15169,ENZRXN-2873,L-proline betaine <i>N</i>-demethylase,CPLX-2341,['R501-RXN'],N/A
15170,ENZRXN0-6254,sugar phosphatase,G7187-MONOMER,['SUGAR-PHOSPHATASE-RXN'],"['(|Sugar-Phosphate| CPD-448)', '(|Sugar-Phosphate| FRUCTOSE-6P)', '(|Sugar-Phosphate| GLC-6-P)', '(|Sugar-Phosphate| RIBOSE-5P)', '(|Sugar-Phosphate| FRU1P)']"
15171,ENZRXN-3404,4-hydroxyphenylpyruvate dioxygenase,CPLX-2783,['4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN'],N/A
15172,ENZRXN-20012,4-methylaminobutanoate oxidase,MONOMER-17144,['RXN-13065'],N/A
15173,ENZRXN-26696,tabersonine synthase,MONOMER-20643,['RXN-19974'],N/A
15174,ENZRXN-20157,"2,3-dihydroxybiphenyl-1,2-dioxygenase",MONOMER-17249,['BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN'],N/A
15175,ENZRXN66-19887,phenacetin <i>O</i>-deethylase,HS06728-MONOMER,['RXN66-597'],N/A
15176,ENZRXN-19867,trimethylamine monooxygenase,MONOMER-17023,['RXN-12900'],N/A
15177,ENZRXN0-7804,transport of maltose,MALX-MONOMER,['TRANS-RXN0-575'],N/A
15178,ENZRXN0-764,6-phospho-&beta;-D-glucosyl-(1-4)-D-glucose glucohydrolase,EG10114-MONOMER,['6-PHOSPHO-BETA-GLUCOSIDASE-RXN'],N/A
15179,ENZRXN66-1937,"&alpha;-1,6-mannosyl-glycoprotein 2-&beta;-<em>N</em>-acetylglucosaminyltransferase",HS09725-MONOMER,['2.4.1.143-RXN'],N/A
15180,ENZRXN-5842,"22&alpha;-hydroxy-campest-4-en-3-one,NADPH:steroid 5&alpha;-reductase",AT2G38050-MONOMER,['RXN-4229'],N/A
15181,ENZRXN-22519,luteolin glucuronide &beta;-glucuronidase,CPLX-8823,['RXN-15291'],N/A
15182,ENZRXN0-7463,putative inorganic phosphate export protein,EG11919-MONOMER,['TRANS-RXN0-470'],N/A
15183,ENZRXN-22666,lysophosphatidylcholine acyltransferase,MONOMER-18574,['2.3.1.23-RXN'],['(ACYL-COA OLEOYL-COA)']
15184,ENZRXN-20416,malate dehydrogenase,MONOMER-17400,['MALATE-DEH-RXN'],N/A
15185,ENZRXN-22385,10-deoxymethymycin C10-monooxygenase,MONOMER-18405,['RXN-15100'],N/A
15186,ENZRXN-20597,germacrene D synthase,MONOMER-17487,['RXN-8562'],N/A
15187,ENZRXN-13942,acetoacetyl-CoA reductase,CPLX-7356,['RXN-5901'],['(ACETOACETYL-COA CPD-17259)']
15188,ENZRXN-11323,sarcosine dehydrogenase,CPLX-6421,['SARCOSINE-DEHYDROGENASE-RXN'],N/A
15189,ENZRXN-14084,cobalt-precorrin-6B (<i>C</i><sup>15</sup>)-methyltransferase [decarboxylating],CPLX-8606,['RXN-8766'],N/A
15190,ENZRXN-16758,casbene synthetase,MONOMER-14980,['CASBENE-SYNTHASE-RXN'],N/A
15191,ENZRXN-13801,(S)-tetrahydrocolumbamine oxidase,CPLX-5661,['RXN-8698'],"['(S-TETRAHYDROCOLUMBAMINE CPD-15799)', '(S-TETRAHYDROCOLUMBAMINE ""corypalmine"")', '(S-TETRAHYDROCOLUMBAMINE TETRAHYDROPALMATINE)', '(S-TETRAHYDROCOLUMBAMINE CPD-19604)', '(S-TETRAHYDROCOLUMBAMINE S-781314-TETRAHYDROPROTOBERBERINE)', '(S-TETRAHYDROCOLUMBAMINE S-SCOULERINE)']"
15192,ENZRXN-16899,"(<i>22R,23R</i>)-28-homocastasterone-O-sulfotransferase",AT2G14920-MONOMER,['RXN-10873'],N/A
15193,ENZRXN66-5634,carnitine O-palmitoyltransferase,HS09892-MONOMER,['CARNITINE-O-PALMITOYLTRANSFERASE-RXN'],N/A
15194,ENZRXN-16601,phosphomethylpyrimidine synthase,CPLX-7852,['PYRIMSYN1-RXN'],N/A
15195,ENZRXN-12608,enoyl-CoA isomerase,MONOMER-12059,['ENOYL-COA-DELTA-ISOM-RXN'],N/A
15196,ENZRXN-24858,D-threitol dehydrogenase,MONOMER-19892,['ERYTHRULOSE-REDUCTASE-RXN'],N/A
15197,ENZRXN66-3982,"squalene,NADPH:oxygen oxidoreductase (2,3-epoxidizing)",HS02595-MONOMER,['SQUALENE-MONOOXYGENASE-RXN'],N/A
15198,ENZRXN66-715,thymidylate kinase,HS11626-MONOMER,['DTMPKI-RXN'],N/A
15199,ENZRXN-22923,2-oxo-4-methylthiobutanoate aminotransferase,CPLX-7891,['RXN-15650'],N/A
15200,ENZRXN-24711,maleylacetate reductase,G18NG-12678-MONOMER,['MALEYLACETATE-REDUCTASE-RXN'],N/A
15201,ENZRXN0-8396,D-alanyl-D-alanine carboxypeptidase,CPLX0-8252,['RXN-19249'],['(CPD0-1965 CPD0-1966)']
15202,ENZRXN-14339,(<i>S</i>)-linalool synthase,MONOMER-13464,['4.2.3.25-RXN'],N/A
15203,ENZRXN-22784,gossypetin 8-<i>O</i>-methyltransferase,MONOMER-18651,['2.1.1.88-RXN'],N/A
15204,ENZRXN-2502,"UDP-glucose:1,4-&beta;-D-glucan 4-&beta;-D-glucosyltransferase",MONOMER-2362,['CELLULOSE-SYNTHASE-UDP-FORMING-RXN'],N/A
15205,ENZRXN-17156,bis(diphospho)inositol tetrakisphosphate phosphohydrolase,HS04604-MONOMER,['RXN-10965'],N/A
15206,ENZRXN-14196,"2-hydroxy-5-nitro-6-oxohepta-2,4-dienoate hydrolase",MONOMER-13343,['RXN-8827'],N/A
15207,ENZRXN-23060,fumiquinazoline A synthetase,MONOMER-18833,['RXN-15748'],N/A
15208,ENZRXN-5044,NAD<sup>+</sup>-dependent glyceraldehyde-3-phosphate dehydrogenase,CPLX-3823,['RXN-3443'],N/A
15209,ENZRXN-17008,purple acid phosphatase,MONOMER-15166,['ACID-PHOSPHATASE-RXN'],N/A
15210,ENZRXN-1450,5'-methylthioadenosine nucleosidase,MONOMER-1288,['METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN'],N/A
15211,ENZRXN-25265,3-butenylnitrile-specifier protein,AT3G16400-MONOMER,['RXN-18226'],N/A
15212,ENZRXN-4121,methenyltetrahydropterin cyclohydrolase,CPLX-3321,['3.5.4.27-RXN'],N/A
15213,ENZRXN-17305,arabinogalactan &alpha;(1-->5) arabinofuranosyltransferase,G185E-8091-MONOMER,['RXN-11082'],N/A
15214,ENZRXN-11721,xanthone-6-hydroxylase,MONOMER-11398,['RXN-7485'],N/A
15215,ENZRXN-25131,type IV teichoic acid flippase,MONOMER-20019,['TRANS-RXN-318'],N/A
15216,ENZRXNQT-7348,dGMP kinase,AT2G41880-MONOMER,['GMKALT-RXN'],N/A
15217,ENZRXN0-8244,acyl-CoA dehydrogenase,ACYLCOADEHYDROG-MONOMER,['RXN-17783'],N/A
15218,ENZRXN-20286,3-hydroxy-behenoyl-CoA dehydratase,AT5G10480-MONOMER,['RXN-13303'],N/A
15219,ENZRXN-2541,nitrate reductase,CPLX-7502,['RXN-11236'],N/A
15220,ENZRXN-6901,myrcene synthase,AT3G25820-MONOMER,['RXN-5110'],N/A
15221,ENZRXN0-7988,acyl-acp:sn-glycerol-3-phosphate 1-O-acyltransferase (glycerol-3-phosphate acyltransferase),GLYCEROL-3-P-ACYLTRANSFER-MONOMER,['RXN-17016'],N/A
15222,ENZRXN-11963,"gibberellin A4,2-oxoglutarate:oxygen oxidoreductase",MONOMER-11631,['RXN-6550'],N/A
15223,ENZRXN-20871,aspartate transaminase,MONOMER-17670,['ASPAMINOTRANS-RXN'],N/A
15224,ENZRXN-6305,<i>trans</i>-zeatin:FAD oxidoreductase,CKX1-MONOMER,['RXN-4661'],N/A
15225,ENZRXN-7621,L-tryptophan transaminase,MONOMER-7401,['TRYPTOPHAN-AMINOTRANSFERASE-RXN'],N/A
15226,ENZRXN-18695,adenosine nucleosidase,AT2G36310-MONOMER,['ADENOSINE-NUCLEOSIDASE-RXN'],N/A
15227,ENZRXN-20715,UDP-2-acetamido-2-deoxy-<i>ribo</i>-hexuluronate aminotransferase,MONOMER-17574,['RXN-13596'],N/A
15228,ENZRXN-21018,"curcumin 4'-<i>O</i>-&beta;-<i>D</i>-gentiobiosyl 4""-<i>O</i>-&beta;-<i>D</i>-glucoside 1,6-glucosyltransferase",MONOMER-17754,['RXN-7067'],N/A
15229,ENZRXN-12875,saccharopine dehydrogenase,CPLX-7116,['1.5.1.9-RXN'],N/A
15230,ENZRXN-12735,sinapaldehyde:NAD(P)+ oxidoreductase,AT3G24503-MONOMER,['RXN-8014'],N/A
15231,ENZRXN-18838,6-phosophogluco-starch phosphatase,AT3G52180-MONOMER,['RXN-12217'],N/A
15232,ENZRXNQT-12532,8-(methylthio)octylglucosinolate <i>S</i>-oxygenase,AT1G12140-MONOMER,['RXNQT-4338'],N/A
15233,ENZRXN8J2-681,UTP-glucose-1-phosphate uridylyltransferase,BSU35670-MONOMER,['GLUC1PURIDYLTRANS-RXN'],N/A
15234,ENZRXN-13029,&beta;-ring carotenoid 3-hydroxylase,MONOMER-12386,['RXN-8218'],N/A
15235,ENZRXN18HP-2316,histidinol-phosphatase,G18NG-10362-MONOMER,['HISTIDPHOS-RXN'],N/A
15236,ENZRXN0-9,Fe<sup>2+</sup> transporter,EG11167-MONOMER,['TRANS-RXN-8'],N/A
15237,ENZRXN1G-166,3-oxo-behenoyl-[acp] reductase,G185E-6762-MONOMER,['RXN1G-469'],N/A
15238,ENZRXN-23318,1-acylglycerol-3-phosphate <em>O</em>-acyltransferase,MONOMER-19031,['RXN-16067'],N/A
15239,ENZRXN-23181,cytosylglucuronic acid synthase,MONOMER-18919,['RXN-15927'],N/A
15240,ENZRXN-9704,brassinolide synthase,MONOMER-9503,['RXN-720'],N/A
15241,ENZRXN-21277,nucleoside-triphosphatase,MONOMER-17880,['NUCLEOSIDE-TRIPHOSPHATASE-RXN'],N/A
15242,ENZRXN-14628,soyasapogenol E 3-O-glucosyltransferase,MONOMER-13693,['RXN-9038'],"['(CPD-9482 CPD-7610)', '(CPD-9482 CPD-9481)']"
15243,ENZRXN-23452,ricinoleoyl-lipid 15-desaturase,CPLX-1903,['RXN-16149'],N/A
15244,ENZRXN-14818,heme oxygenase,MONOMER-13860,['RXN-17523'],N/A
15245,ENZRXN-17438,oleate 12-hydroxylase,MONOMER-15396,['PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN'],N/A
15246,ENZRXN-21450,nucleoside triphosphate phosphohydrolase,MONOMER-16862,['RXN-14024'],N/A
15247,ENZRXN-17589,serinol phosphate ransaminase,MONOMER-15485,['RXN-11305'],"['(L-ALPHA-ALANINE GLT)', '(L-ALPHA-ALANINE GLN)', '(L-ALPHA-ALANINE L-ASPARTATE)']"
15248,GLCNACPTRANS-ENZRXN,UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase,CPLX0-8011,['GLCNACPTRANS-RXN'],N/A
15249,ENZRXN-14974,"(1S,4R)-iso-dihydrocarvone monooxygenase",MONOMER-13964,['RXN-9435'],N/A
15250,LEUAMINOTRANS-ENZRXN,leucine aminotransferase,TYRB-DIMER,['BRANCHED-CHAINAMINOTRANSFERLEU-RXN'],N/A
15251,ENZRXN-25528,"UDP-2,3-diacylglucosamine diphosphatase",MONOMER-20143,['LIPIDXSYNTHESIS-RXN'],N/A
15252,ENZRXN-17749,D-galacturonate dehydrogenase,CPLX-8987,['URONATE-DEHYDROGENASE-RXN'],['(CPD-12524 CPD-12521)']
15253,ENZRXN-25669,choline kinase,MONOMER-20238,['CHOLINE-KINASE-RXN'],N/A
15254,ENZRXN-23558,(E)-hinokiresinol synthase,CPLX-8966,['RXN-16368'],N/A
15255,PREPHENATEDEHYDRAT-ENZRXN,prephenate dehydratase,CHORISMUTPREPHENDEHYDRAT-CPLX,['PREPHENATEDEHYDRAT-RXN'],N/A
15256,ENZRXN-23693,coniferyl alcohol 9-O-methyltransferase,CPLX-8979,['RXN-16476'],N/A
15257,ENZRXN-12075,isobutyryl-CoA:FAD oxidoreductase,CPLX-6943,['MEPROPCOA-FAD-RXN'],N/A
15258,ENZRXN3O-1346,TGL1,YKL140W-MONOMER,['TRIACYLGLYCEROL-LIPASE-RXN'],N/A
15259,ENZRXN-12238,3-hydroxy-2-methylbutyryl-CoA dehydrogenase,CPLX-6986,['1.1.1.178-RXN'],N/A
15260,ENZRXN-15102,NADH:FMN oxidoreductase,CPLX-7626,['RXN-9510'],N/A
