,entry,reaction,product
459,4.1.3.24,"['(1) (S)-malyl-CoA = acetyl-CoA + glyoxylate [RN:R00473]', '(2) (2R,3S)-2-methylmalyl-CoA = propanoyl-CoA + glyoxylate [RN:R00934]']","['acetyl-CoA [CPD:C00024]', 'glyoxylate [CPD:C00048]', 'propanoyl-CoA [CPD:C00100]', '(S)-malyl-CoA [CPD:C04348]', '(2R,3S)-2-methylmalyl-CoA [CPD:C06027]']"
460,4.1.3.41,"['(1) threo-3-hydroxy-D-aspartate = glycine + glyoxylate [RN:R09717]', '(2) D-erythro-3-hydroxyaspartate = glycine + glyoxylate [RN:R09718]']","['glycine [CPD:C00037]', 'glyoxylate [CPD:C00048]', 'threo-3-hydroxy-D-aspartate [CPD:C19813]', 'D-erythro-3-hydroxyaspartate [CPD:C19838]']"
461,4.1.99.1,"['L-tryptophan + H2O = indole + pyruvate + NH3 (overall reaction) [RN:R00673]', '(1a) L-tryptophan = indole + 2-aminoprop-2-enoate', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous)', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous)']","['indole [CPD:C00463]', 'pyruvate [CPD:C00022]', 'NH3 [CPD:C00014]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'L-tryptophan [CPD:C00078]', 'H2O [CPD:C00001]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]']"
462,4.1.99.2,"['L-tyrosine + H2O = phenol + pyruvate + NH3 (overall reaction) [RN:R00728]', '(1a) L-tyrosine = phenol + 2-aminoprop-2-enoate', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous)', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous)']","['phenol [CPD:C00146]', 'pyruvate [CPD:C00022]', 'NH3 [CPD:C00014]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'L-tyrosine [CPD:C00082]', 'H2O [CPD:C00001]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]']"
463,4.2.1.3,"['citrate = isocitrate (overall reaction) [RN:R01324]', '(1a) citrate = cis-aconitate + H2O [RN:R01325]', '(1b) cis-aconitate + H2O = isocitrate [RN:R01900]']","['isocitrate [CPD:C00311]', 'cis-aconitate [CPD:C00417]', 'H2O [CPD:C00001]', 'citrate [CPD:C00158]', 'cis-aconitate [CPD:C00417]', 'H2O [CPD:C00001]']"
464,4.2.1.20,"['L-serine + 1-C-(indol-3-yl)glycerol 3-phosphate = L-tryptophan + D-glyceraldehyde 3-phosphate + H2O (overall reaction) [RN:R02722]', '(1a) 1-C-(indol-3-yl)glycerol 3-phosphate = indole + D-glyceraldehyde 3-phosphate [RN:R02340]', '(1b) L-serine + indole = L-tryptophan + H2O [RN:R00674]']","['L-tryptophan [CPD:C00078]', 'D-glyceraldehyde 3-phosphate [CPD:C00118]', 'H2O [CPD:C00001]', 'indole [CPD:C00463]', 'L-serine [CPD:C00065]', '1-C-(indol-3-yl)glycerol 3-phosphate [CPD:C03506]', 'indole [CPD:C00463]']"
465,4.2.1.33,"['(2R,3S)-3-isopropylmalate = (2S)-2-isopropylmalate (overall reaction) [RN:R10170]', '(1a) (2R,3S)-3-isopropylmalate = 2-isopropylmaleate + H2O [RN:R04001]', '(1b) 2-isopropylmaleate + H2O = (2S)-2-isopropylmalate [RN:R03968]']","['(2S)-2-isopropylmalate [CPD:C02504]', '2-isopropylmaleate [CPD:C02631]', 'H2O [CPD:C00001]', '(2R,3S)-3-isopropylmalate [CPD:C04411]', '2-isopropylmaleate [CPD:C02631]', 'H2O [CPD:C00001]']"
466,4.2.1.93,"['(1) ATP + (6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide = ADP + phosphate + NADH [RN:R00129]', '(2) ATP + (6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate = ADP + phosphate + NADPH [RN:R10288]']","['ADP [CPD:C00008]', 'phosphate [CPD:C00009]', 'NADH [CPD:C00004]', 'NADPH [CPD:C00005]', 'ATP [CPD:C00002]', '(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide [CPD:C04856]', '(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate [CPD:C04899]']"
467,4.2.1.104,"['cyanate + HCO3- + 2 H+ = NH3 + 2 CO2 (overall reaction) [RN:R10079]', '(1a) cyanate + HCO3- + H+ = carbamate + CO2 [RN:R03546]', '(1b) carbamate + H+ = NH3 + CO2 (spontaneous) [RN:R07316]']","['NH3 [CPD:C00014]', 'CO2 [CPD:C00011]', 'carbamate [CPD:C01563]', 'cyanate [CPD:C01417]', 'HCO3- [CPD:C00288]', 'H+ [CPD:C00080]', 'carbamate [CPD:C01563]']"
468,4.2.1.105,"[""(1) 2,4',7-trihydroxyisoflavanone = daidzein + H2O [RN:R07317]"", ""(2) 2,4',5,7-tetrahydroxyisoflavanone = genistein + H2O""]","['daidzein [CPD:C10208]', 'H2O [CPD:C00001]', 'genistein [CPD:C06563]', ""2,4',7-trihydroxyisoflavanone [CPD:C15567]"", ""2,4',5,7-tetrahydroxyisoflavanone [CPD:C12631]""]"
469,4.2.1.110,"['1,5-anhydro-D-fructose = 2-hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-on + H2O (overall reaction) [RN:R09696]', '(1a) 1,5-anhydro-D-fructose = 1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose + H2O [RN:R09694]', '(1b) 1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose = 2-hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one [RN:R09695]']","['2-hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-on', 'H2O [CPD:C00001]', '1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose [CPD:C19822]', '2-hydroxy-2-(hydroxymethyl)-2H-pyran-3(6H)-one [CPD:C19821]', '1,5-anhydro-D-fructose [CPD:C06485]', '1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose [CPD:C19822]']"
470,4.2.1.114,"['(R)-2-hydroxybutane-1,2,4-tricarboxylate = (1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate (overall reaction) [RN:R09720]', '(1a) (R)-2-hydroxybutane-1,2,4-tricarboxylate = (Z)-but-1-ene-1,2,4-tricarboxylate + H2O [RN:R03444]', '(1b) (Z)-but-1-ene-1,2,4-tricarboxylate + H2O = (1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate [RN:R04371]']","['(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate [CPD:C05662]', '(Z)-but-1-ene-1,2,4-tricarboxylate [CPD:C04002]', 'H2O [CPD:C00001]', '(R)-2-hydroxybutane-1,2,4-tricarboxylate [CPD:C01251]', '(Z)-but-1-ene-1,2,4-tricarboxylate [CPD:C04002]', 'H2O [CPD:C00001]']"
471,4.2.1.131,"['(1) 1-hydroxy-1,2-dihydrolycopene = lycopene + H2O [RN:R07519]', ""(2) 1,1'-dihydroxy-1,1',2,2'-tetrahydrolycopene = 1-hydroxy-1,2-dihydrolycopene + H2O [RN:R09790]""]","['lycopene [CPD:C05432]', 'H2O [CPD:C00001]', '1-hydroxy-1,2-dihydrolycopene [CPD:C19795]', '1-hydroxy-1,2-dihydrolycopene [CPD:C19795]', ""1,1'-dihydroxy-1,1',2,2'-tetrahydrolycopene [CPD:C19894]""]"
472,4.2.1.136,"['(1) ADP + (6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide = AMP + phosphate + NADH [RN:R10267]', '(2) ADP + (6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate = AMP + phosphate + NADPH [RN:R10268]']","['AMP [CPD:C00020]', 'phosphate [CPD:C00009]', 'NADH [CPD:C00004]', 'NADPH [CPD:C00005]', 'ADP [CPD:C00008]', '(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide [CPD:C04856]', '(6S)-6beta-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate [CPD:C04899]']"
473,4.2.1.140,"['(1) D-gluconate = 2-dehydro-3-deoxy-D-gluconate + H2O [RN:R01538]', '(2) D-galactonate = 2-dehydro-3-deoxy-D-galactonate + H2O [RN:R03033]']","['2-dehydro-3-deoxy-D-gluconate [CPD:C00204]', 'H2O [CPD:C00001]', '2-dehydro-3-deoxy-D-galactonate [CPD:C01216]', 'D-gluconate [CPD:C00257]', 'D-galactonate [CPD:C00880]']"
474,4.2.1.155,"['3-(methylsulfanyl)acryloyl-CoA + 2 H2O = acetaldehyde + methanethiol + CoA + CO2 (overall reaction) [RN:R10936]', '(1a) 3-(methylsulfanyl)acryloyl-CoA + H2O = 3-hydroxy-3-(methylsulfanyl)propanoyl-CoA [RN:R10945]', '(1b) 3-hydroxy-3-(methylsulfanyl)propanoyl-CoA = 3-oxopropanoyl-CoA + methanethiol [RN:R10946]', '(1c) 3-oxopropanoyl-CoA + H2O = 3-oxopropanoate + CoA [RN:R10947]', '(1d) 3-oxopropanoate = acetaldehyde + CO2 [RN:R06973]']","['acetaldehyde [CPD:C00084]', 'methanethiol [CPD:C00409]', 'CoA [CPD:C00010]', 'CO2 [CPD:C00011]', '3-hydroxy-3-(methylsulfanyl)propanoyl-CoA [CPD:C20968]', '3-oxopropanoyl-CoA [CPD:C05989]', '3-oxopropanoate [CPD:C00222]', '3-(methylsulfanyl)acryloyl-CoA [CPD:C20955]', 'H2O [CPD:C00001]', '3-hydroxy-3-(methylsulfanyl)propanoyl-CoA [CPD:C20968]', '3-oxopropanoyl-CoA [CPD:C05989]', '3-oxopropanoate [CPD:C00222]']"
475,4.2.1.159,"['dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose = dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose + H2O (overall reaction) [RN:R05518]', '(1a) dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose = dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose + H2O [RN:R06428]', '(1b) dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose = dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose (spontaneous) [RN:R11034]']","['dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose [CPD:C06620]', 'H2O [CPD:C00001]', 'dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose [CPD:C11930]', 'dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose [CPD:C11907]', 'dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose [CPD:C11930]']"
476,4.2.1.161,"['bacterioruberin = bisanhydrobacterioruberin + 2 H2O (overall reaction)', '(1a) bacterioruberin = monoanhydrobacterioruberin + H2O', '(1b) monoanhydrobacterioruberin = bisanhydrobacterioruberin + H2O']","['bisanhydrobacterioruberin', 'H2O [CPD:C00001]', 'monoanhydrobacterioruberin', 'bacterioruberin', 'monoanhydrobacterioruberin']"
477,4.2.1.165,"['(1) 3-devinyl-3-(1-hydroxyethyl)chlorophyllide a = chlorophyllide a + H2O [RN:R09059]', '(2) 3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a = 3-deacetyl-3-vinylbacteriochlorophyllide a + H2O [RN:R09054]']","['chlorophyllide a [CPD:C02139]', 'H2O [CPD:C00001]', '3-deacetyl-3-vinylbacteriochlorophyllide a [CPD:C18152]', '3-devinyl-3-(1-hydroxyethyl)chlorophyllide a [CPD:C18154]', '3-deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a [CPD:C18153]']"
478,4.2.1.166,"['2-(hydroxyphosphonoylmethyl)malate = 3-(hydroxyphosphonoylmethyl)malate (overall reaction) [RN:R11408]', '(1a) 2-(hydroxyphosphonoylmethyl)malate = 2-(phosphinatomethylidene)butanedioate + H2O', '(1b) 2-(phosphinatomethylidene)butanedioate + H2O = 3-(hydroxyphosphonoylmethyl)malate']","['3-(hydroxyphosphonoylmethyl)malate', '2-(phosphinatomethylidene)butanedioate', 'H2O [CPD:C00001]', '2-(hydroxyphosphonoylmethyl)malate', '2-(phosphinatomethylidene)butanedioate', 'H2O [CPD:C00001]']"
479,4.2.1.168,"['GDP-4-dehydro-alpha-D-rhamnose + L-glutamate = GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose + 2-oxoglutarate + NH3 (overall reaction) [RN:R11409]', '(1a) GDP-4-dehydro-alpha-D-rhamnose + L-glutamate = 2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol] + 2-oxoglutarate + H2O', '(1b) 2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol] = 2-GDP-[(2S,3S,6R)-5-imino-6-methyloxan-3-ol] (spontaneous)', '(1c) GDP-2-[(2S,3S,6R)-5-imino-6-methyloxan-3-ol] + H2O = GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose + NH3 (spontaneous)']","['GDP-4-dehydro-3,6-dideoxy-alpha-D-mannose [CPD:C20612]', '2-oxoglutarate [CPD:C00026]', 'NH3 [CPD:C00014]', '2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol]', 'H2O [CPD:C00001]', '2-GDP-[(2S,3S,6R)-5-imino-6-methyloxan-3-ol] (spontaneous)', 'GDP-4-dehydro-alpha-D-rhamnose [CPD:C01222]', 'L-glutamate [CPD:C00025]', '2-GDP-[(2S,3S,6R)-5-amino-6-methyl-3,6-dihydro-2H-pyran-3-ol]', 'GDP-2-[(2S,3S,6R)-5-imino-6-methyloxan-3-ol]', 'H2O [CPD:C00001]']"
480,4.2.1.170,"['(1) a 2-[(omega-methylsulfanyl)alkyl]malate = a 2-[(omega-methylsulfanyl)alkyl]maleate + H2O', '(2) a 3-[(omega-methylsulfanyl)alkyl]malate = a 2-[(omega-methylsulfanyl)alkyl]maleate + H2O']","['2-[(omega-methylsulfanyl)alkyl]maleate', 'H2O [CPD:C00001]', '2-[(omega-methylsulfanyl)alkyl]malate', '3-[(omega-methylsulfanyl)alkyl]malate']"
481,4.2.3.67,"['(1) (2E,6E)-farnesyl diphosphate = cis-muurola-3,5-diene + diphosphate [RN:R09626]', '(2) (2E,6E)-farnesyl diphosphate = cis-muurola-4(14),5-diene + diphosphate [RN:R09627]']","['cis-muurola-3,5-diene [CPD:C19753]', 'diphosphate [CPD:C00013]', 'cis-muurola-4(14),5-diene [CPD:C19754]', '(2E,6E)-farnesyl diphosphate [CPD:C00448]']"
482,4.2.3.188,"['(1) all-trans-geranylfarnesyl diphosphate = beta-geranylfarnesene + diphosphate [RN:R11853]', '(2) all-trans-hexaprenyl diphosphate = beta-hexaprene + diphosphate [RN:R11854]', '(3) all-trans-heptaprenyl diphosphate = beta-heptaprene + diphosphate [RN:R11855]']","['beta-geranylfarnesene [CPD:C21716]', 'diphosphate [CPD:C00013]', 'beta-hexaprene [CPD:C21717]', 'beta-heptaprene [CPD:C21718]', 'all-trans-geranylfarnesyl diphosphate [CPD:C04217]', 'all-trans-hexaprenyl diphosphate [CPD:C01230]', 'all-trans-heptaprenyl diphosphate [CPD:C04216]']"
483,4.3.1.9,"['2-amino-2-deoxy-D-gluconate = 2-dehydro-3-deoxy-D-gluconate + NH3 (overall reaction) [RN:R01544]', '(1a) 2-amino-2-deoxy-D-gluconate = (2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate + H2O [RN:R10773]', '(1b) (2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate = (4S,5R)-4,5,6-trihydroxy-2-iminohexanoate (spontaneous) [RN:R10774]', '(1c) (4S,5R)-4,5,6-trihydroxy-2-iminohexanoate + H2O = 2-dehydro-3-deoxy-D-gluconate + NH3 (spontaneous) [RN:R10775]']","['2-dehydro-3-deoxy-D-gluconate [CPD:C00204]', 'NH3 [CPD:C00014]', '(2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate [CPD:C20844]', 'H2O [CPD:C00001]', '(4S,5R)-4,5,6-trihydroxy-2-iminohexanoate [CPD:C20845]', '2-amino-2-deoxy-D-gluconate [CPD:C03752]', '(2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate [CPD:C20844]', '(4S,5R)-4,5,6-trihydroxy-2-iminohexanoate [CPD:C20845]', 'H2O [CPD:C00001]']"
484,4.3.1.13,"['O-carbamoyl-L-serine + H2O = pyruvate + 2 NH3 + CO2 (overall reaction) [RN:R00213]', '(1a) O-carbamoyl-L-serine = CO2 + NH3 + 2-aminoprop-2-enoate', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous)', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous)']","['pyruvate [CPD:C00022]', 'NH3 [CPD:C00014]', 'CO2 [CPD:C00011]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'O-carbamoyl-L-serine [CPD:C03015]', 'H2O [CPD:C00001]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]']"
485,4.3.1.17,"['L-serine = pyruvate + NH3 (overall reaction) [RN:R00220]', '(1a) L-serine = 2-aminoprop-2-enoate + H2O [RN:R00590]', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous) [RN:R11100]', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous) [RN:R11099]']","['pyruvate [CPD:C00022]', 'NH3 [CPD:C00014]', '2-aminoprop-2-enoate [CPD:C02218]', 'H2O [CPD:C00001]', '2-iminopropanoate [CPD:C20904]', 'L-serine [CPD:C00065]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'H2O [CPD:C00001]']"
486,4.3.1.18,"['D-serine = pyruvate + NH3 (overall reaction) [RN:R00221]', '(1a) D-serine = 2-aminoprop-2-enoate + H2O', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous)', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous)']","['pyruvate [CPD:C00022]', 'NH3 [CPD:C00014]', '2-aminoprop-2-enoate [CPD:C02218]', 'H2O [CPD:C00001]', '2-iminopropanoate [CPD:C20904]', 'D-serine [CPD:C00740]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'H2O [CPD:C00001]']"
487,4.3.1.19,"['L-threonine = 2-oxobutanoate + NH3 (overall reaction) [RN:R00996]', '(1a) L-threonine = 2-aminobut-2-enoate + H2O', '(1b) 2-aminobut-2-enoate = 2-iminobutanoate (spontaneous) [RN:R11101]', '(1c) 2-iminobutanoate + H2O = 2-oxobutanoate + NH3 (spontaneous) [RN:R11098]']","['2-oxobutanoate [CPD:C00109]', 'NH3 [CPD:C00014]', '2-aminobut-2-enoate [CPD:C17234]', 'H2O [CPD:C00001]', '2-iminobutanoate [CPD:C20905]', 'L-threonine [CPD:C00188]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]', 'H2O [CPD:C00001]']"
488,4.3.1.25,"['(1) L-phenylalanine = trans-cinnamate + NH3 [RN:R00697]', '(2) L-tyrosine = trans-p-hydroxycinnamate + NH3 [RN:R00737]']","['trans-cinnamate [CPD:C00423]', 'NH3 [CPD:C00014]', 'trans-p-hydroxycinnamate [CPD:C00811]', 'L-phenylalanine [CPD:C00079]', 'L-tyrosine [CPD:C00082]']"
489,4.3.2.2,"['(1) N6-(1,2-dicarboxyethyl)AMP = fumarate + AMP [RN:R01083]', '(2) (S)-2-[5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate = fumarate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [RN:R04559]']","['fumarate [CPD:C00122]', 'AMP [CPD:C00020]', '5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [CPD:C04677]', 'N6-(1,2-dicarboxyethyl)AMP [CPD:C03794]', '(S)-2-[5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [CPD:C04823]']"
490,4.3.2.10,"['5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + L-glutamine = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate + L-glutamate (overall reaction) [RN:R04558]', '(1a) L-glutamine + H2O = L-glutamate + NH3 [RN:R00256]', '(1b) 5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + NH3 = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate + H2O [RN:R12152]']","['5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide [CPD:C04677]', 'D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate [CPD:C04666]', 'L-glutamate [CPD:C00025]', 'NH3 [CPD:C00014]', 'H2O [CPD:C00001]', '5-[(5-phospho-1-deoxy-D-ribulos-1-ylamino)methylideneamino]-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide [CPD:C04916]', 'L-glutamine [CPD:C00064]', 'H2O [CPD:C00001]', 'NH3 [CPD:C00014]']"
491,4.3.3.6,"[""D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + L-glutamine = pyridoxal 5'-phosphate + L-glutamate + 3 H2O + phosphate (overall reaction) [RN:R10089]"", '(1a) L-glutamine + H2O = L-glutamate + NH3 [RN:R00256]', ""(1b) D-ribose 5-phosphate + D-glyceraldehyde 3-phosphate + NH3 = pyridoxal 5'-phosphate + 4 H2O + phosphate [RN:R10088]""]","[""pyridoxal 5'-phosphate [CPD:C00018]"", 'L-glutamate [CPD:C00025]', 'H2O [CPD:C00001]', 'phosphate [CPD:C00009]', 'NH3 [CPD:C00014]', 'D-ribose 5-phosphate [CPD:C00117]', 'D-glyceraldehyde 3-phosphate [CPD:C00118]', 'L-glutamine [CPD:C00064]', 'H2O [CPD:C00001]', 'NH3 [CPD:C00014]']"
492,4.4.1.1,"['L-cystathionine + H2O = L-cysteine + 2-oxobutanoate + NH3 (overall reaction) [RN:R01001]', '(1a) L-cystathionine = L-cysteine + 2-aminobut-2-enoate [RN:R08632]', '(1b) 2-aminobut-2-enoate = 2-iminobutanoate (spontaneous)', '(1c) 2-iminobutanoate + H2O = 2-oxobutanoate + NH3 (spontaneous)']","['L-cysteine [CPD:C00097]', '2-oxobutanoate [CPD:C00109]', 'NH3 [CPD:C00014]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]', 'L-cystathionine [CPD:C02291]', 'H2O [CPD:C00001]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]']"
493,4.4.1.2,"['L-homocysteine + H2O = hydrogen sulfide + NH3 + 2-oxobutanoate (overall reaction) [RN:R01283]', '(1a) L-homocysteine = hydrogen sulfide + 2-aminobut-2-enoate [RN:R08633]', '(1b) 2-aminobut-2-enoate = 2-iminobutanoate (spontaneous)', '(1c) 2-iminobutanoate + H2O = 2-oxobutanoate + NH3 (spontaneous)']","['hydrogen sulfide [CPD:C00283]', 'NH3 [CPD:C00014]', '2-oxobutanoate [CPD:C00109]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]', 'L-homocysteine [CPD:C00155]', 'H2O [CPD:C00001]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]']"
494,4.4.1.11,"['L-methionine + H2O = methanethiol + NH3 + 2-oxobutanoate (overall reaction) [RN:R00654]', '(1a) L-methionine = methanethiol + 2-aminobut-2-enoate [RN:R08635]', '(1b) 2-aminobut-2-enoate = 2-iminobutanoate (spontaneous)', '(1c) 2-iminobutanoate + H2O = 2-oxobutanoate + NH3 (spontaneous)']","['methanethiol [CPD:C00409]', 'NH3 [CPD:C00014]', '2-oxobutanoate [CPD:C00109]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]', 'L-methionine [CPD:C00073]', 'H2O [CPD:C00001]', '2-aminobut-2-enoate [CPD:C17234]', '2-iminobutanoate [CPD:C20905]']"
495,4.4.1.13,"['an L-cysteine-S-conjugate + H2O = a thiol + NH3 + pyruvate (overall reaction) [RN:R12188]', '(1a) an L-cysteine-S-conjugate = a thiol + 2-aminoprop-2-enoate', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous)', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous)']","['thiol [CPD:C00145]', 'NH3 [CPD:C00014]', 'pyruvate [CPD:C00022]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'L-cysteine-S-conjugate [CPD:C02882]', 'H2O [CPD:C00001]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]']"
496,4.4.1.23,"['(1) (R)-2-hydroxypropyl-CoM = (R)-1,2-epoxypropane + HS-CoM [RN:R05761]', '(2) (S)-2-hydroxypropyl-CoM = (S)-1,2-epoxypropane + HS-CoM [RN:R05762]']","['(R)-1,2-epoxypropane', 'HS-CoM [CPD:C03576]', '(S)-1,2-epoxypropane [CPD:C11507]', '(R)-2-hydroxypropyl-CoM [CPD:C11496]', '(S)-2-hydroxypropyl-CoM [CPD:C11498]']"
497,4.4.1.25,"['L-cysteate + H2O = hydrogensulfite + pyruvate + NH3 (overall reaction) [RN:R07634]', '(1a) L-cysteate = hydrogensulfite + 2-aminoprop-2-enoate', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous)', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous)']","['hydrogensulfite', 'pyruvate [CPD:C00022]', 'NH3 [CPD:C00014]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'L-cysteate [CPD:C00506]', 'H2O [CPD:C00001]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]']"
498,4.4.1.28,"['L-cysteine + H2O = sulfide + NH3 + pyruvate (overall reaction) [RN:R00782]', '(1a) L-cysteine = 2-aminoprop-2-enoate + sulfide', '(1b) 2-aminoprop-2-enoate = 2-iminopropanoate (spontaneous)', '(1c) 2-iminopropanoate + H2O = pyruvate + NH3 (spontaneous)']","['sulfide [CPD:C00283]', 'NH3 [CPD:C00014]', 'pyruvate [CPD:C00022]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]', 'L-cysteine [CPD:C00097]', 'H2O [CPD:C00001]', '2-aminoprop-2-enoate [CPD:C02218]', '2-iminopropanoate [CPD:C20904]']"
