,CPD,description
17482,cpd:C21022,"(4E,8E)-Sphinga-4,8-dienine ceramide; N-Acyl-(4E,8E)-sphinga-4,8-dienine"
17483,cpd:C21023,"(4E,8E,10E)-Sphinga-4,8,10-trienine ceramide"
17484,cpd:C21024,"(4R,8E)-4-Hydroxysphing-8-enine ceramide"
17485,cpd:C21025,"(4R,8Z)-4-Hydroxysphing-8-enine ceramide"
17486,cpd:C21026,Iminoarginine; 5-Carbamimidamido-2-iminopentanoate
17487,cpd:C21027,N-Acetylmuramic acid alpha-1-phosphate; N-Acetylmuramate alpha-1-phosphate; MurNAc alpha-1-phosphate; N-Acetyl-alpha-D-muramate 1-phosphate
17488,cpd:C21028,"(R)-5,6-Dihydrothymine; (5R)-Dihydrothymine"
17489,cpd:C21029,(R)-3-Ureidoisobutyrate; (R)-N-Carbamyl-beta-aminoisobutyrate
17490,cpd:C21030,(R)-Methylmalonate semialdehyde
17491,cpd:C21031,DNA 5-hydroxymethylcytosine; 5-Hydroxymethylcytosine in DNA
17492,cpd:C21032,L-Altrose; L-Altropyranose
17493,cpd:C21033,6-Deoxy-L-altrose; 6-Deoxy-L-altropyranose
17494,cpd:C21034,L-Altruronic acid; L-Altropyranuronic acid
17495,cpd:C21035,L-Altrosamine; 2-Amino-2-deoxy-L-altropyranose
17496,cpd:C21036,N-Acetyl-L-altrosamine; 2-Acetamido-2-deoxy-L-altropyranose
17497,cpd:C21037,D-Alluronic acid; D-Allopyranuronic acid
17498,cpd:C21038,D-Allosamine; 2-Amino-2-deoxy-D-allopyranose
17499,cpd:C21039,N-Acetyl-D-allosamine; 2-Acetamido-2-deoxy-D-allopyranose
17500,cpd:C21040,Apiose; 3-C-(Hydroxymethyl)-D-erythofuranose; D-Apiose
17501,cpd:C21041,"Bacillosamine; 2,4-Diamino-2,4,6-trideoxy-D-glucopyranose"
17502,cpd:C21042,D-glycero-D-manno-Heptose; D-glycero-D-manno-Heptopyranose
17503,cpd:C21043,L-glycero-D-manno-Heptose; L-glycero-D-manno-Heptopyranose
17504,cpd:C21044,3-Deoxy-lyxo-heptulosaric acid; 3-Deoxy-D-lyxo-hept-2-ulopyranosaric acid
17505,cpd:C21045,"D-Digitoxose; 2,6-Dideoxy-D-ribo-hexopyranose"
17506,cpd:C21046,"N-Acetyl-L-fucosamine; 2-Acetamido-2,6-dideoxy-L-galactopyranose"
17507,cpd:C21047,D-Guluronic acid; D-Gulopyranuronic acid
17508,cpd:C21048,D-Gulosamine; 2-Amino-2-deoxy-D-gulopyranose
17509,cpd:C21049,N-Acetyl-D-gulosamine; 2-Acetamido-2-deoxy-D-gulopyranose
17510,cpd:C21050,L-Idose; L-Idopyranose
17511,cpd:C21051,L-Idosamine; 2-Amino-2-deoxy-L-idopyranose
17512,cpd:C21052,N-Acetyl-L-idosamine; 2-Acetamido-2-deoxy-L-idopyranose
17513,cpd:C21053,N-Glycolylmuramic acid; 2-Glycolylamido-3-O-[(R)-1-carboxyethyl]-2-deoxy-D-glucopyranose
17514,cpd:C21054,"Olivose; 2,6-Dideoxy-D-arabino-hexopyranose"
17515,cpd:C21055,"Paratose; 3,6-Dideoxy-D-ribo-hexopyranose"
17516,cpd:C21056,"N-Acetyl-L-rhamnosamine; 2-Acetamido-2,6-dideoxy-L-mannopyranose"
17517,cpd:C21057,D-Ribose; D-Ribopyranose
17518,cpd:C21058,6-Deoxy-D-talose; 6-Deoxy-D-talopyranose
17519,cpd:C21059,D-Taluronic acid; D-Talopyranuronic acid
17520,cpd:C21060,D-Talosamine; 2-Amino-2-deoxy-D-talopyranose
17521,cpd:C21061,N-Acetyl-D-talosamine; 2-Acetamido-2-deoxy-D-talopyranose
17522,cpd:C21062,"Tyvelose; 3,6-Dideoxy-D-arabino-hexopyranose"
17523,cpd:C21063,Ketodeoxyoctonic acid; Ketodeoxyoctulonic acid; 3-Deoxy-D-manno-oct-2-ulopyranosonic acid
17524,cpd:C21064,"6-Deoxy-6-sulfo-D-glucono-1,5-lactone"
17525,cpd:C21065,"7,8-Dihydroxanthopterin"
17526,cpd:C21066,D-Galactofuranose
17527,cpd:C21067,D-Arabinofuranose
17528,cpd:C21068,[5-(Aminomethyl)furan-3-yl]methyl phosphate; 5-(Aminomethyl)-3-furanmethanol phosphate
17529,cpd:C21069,[5-(Aminomethyl)furan-3-yl]methyl diphosphate; 5-(Aminomethyl)-3-furanmethanol diphosphate
17530,cpd:C21070,(4-{4-[2-(gamma-L-Glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine; 4-[N-(gamma-L-Glutamyl)-p-(beta-aminoethyl)phenoxymethyl]-2-(aminomethyl)furan; APMF-Glu
17531,cpd:C21071,"dTDP-3-O-methyl-4-oxo-2,6-dideoxy-L-mannose; dTDP-4-keto-3-O-methyl-2,6-dideoxy-L-mannose"
17532,cpd:C21072,Palmitoleoyl-CoA; (9Z)-Hexadec-9-enoyl-CoA; (9Z)-Hexadecenoyl-CoA; 9Z-Hexadecenoyl-CoA
17533,cpd:C21073,"dTDP-3-N,N-dimethylamino-2,3,6-trideoxy-4-keto-D-glucose; dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-D-glucose"
17534,cpd:C21074,"dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-L-allose; dTDP-3-N,N-dimethylamino-4-keto-2,3,6-trideoxy-L-allose"
17535,cpd:C21075,"5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl)pyridin-2-ol; 6-Hydroxy-N-methylmyosmine"
17536,cpd:C21076,"Delta4-Dafachronic acid; (25S),26-3-Keto-4-cholestenoic acid; (25S)-Delta4-Dafachronic acid; (25S)-3-Oxocholest-4-en-26-oate"
17537,cpd:C21077,"Delta7-Dafachronic acid; 3-Keto-7,(5alpha)-cholestenoic acid; (25S)-Delta7-Dafachronic acid"
17538,cpd:C21078,"2,6-Dimethyldeca-2,4,6,8-tetraenedial"
17539,cpd:C21079,5'-Dehydrouridine; Uridine-5'-aldehyde
17540,cpd:C21080,7-Hydroxydodecanoate
17541,cpd:C21081,"Gentisyl-CoA; 2,5-Dihydroxybenzoyl-CoA"
17542,cpd:C21082,"(5Z,11Z,14Z)-Icosa-5,11,14-trienoyl-CoA"
17543,cpd:C21083,"(5Z,11Z,14Z,17Z)-Icosa-5,11,14,17-tetraenoyl-CoA"
17544,cpd:C21084,Demethylphylloquinol
17545,cpd:C21085,"3-[(1E,4R)-4-Hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate"
17546,cpd:C21086,"(3E)-3-[(1R,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate; Epoxy-3E-H2HPP"
17547,cpd:C21087,"3-[(1R,2S,5R,6S)-5-Hydroxy-7-oxabicyclo[4.1.0]heptan-2-yl]-2-oxopropanoate; Epoxy-4S-H4HPP"
17548,cpd:C21088,"L-Altarate; L-Talarate; (2R,3R,4S,5R)-2,3,4,5-Tetrahydroxyhexanedioate"
17549,cpd:C21089,(R)-2-Hydroxyisocaproyl-CoA; (R)-2-Hydroxy-4-methylpentanoyl-CoA
17550,cpd:C21090,Isocaprenoyl-CoA; (E)-2-Isocaprenoyl-CoA; 4-Methylpent-2-enoyl-CoA
17551,cpd:C21091,"(2S,3R)-2,3-Dihydroxy-5-oxohexanedioate; 3-Deoxy-D-threo-hex-2-ulosarate"
17552,cpd:C21092,D-allo-Isoleucine
17553,cpd:C21093,Terpentecin
17554,cpd:C21094,"7,8-Dihydromonapterin 3'-triphosphate"
17555,cpd:C21095,"D-Glucaro-1,4-lactone"
17556,cpd:C21096,L-allo-Isoleucine
17557,cpd:C21097,Peptidyl-carrier protein; PCP; [Peptidyl-carrier protein]; [pcp]
17558,cpd:C21098,L-allo-Isoleucyl-[peptidyl-carrier protein]
17559,cpd:C21099,L-Arginyl-L-amino acid
17560,cpd:C21100,"Caldopentamine; N-(3-Aminopropyl)-N'-{3-[(3-aminopropyl)amino]propyl}-1,3-propanediamine"
17561,cpd:C21101,Protein N(omega)-phospho-L-arginine; [Protein]-N(omega)-phospho-L-arginine
17562,cpd:C21102,5'-Deoxyinosine
17563,cpd:C21103,"2,6-Dichloro-p-benzoquinone; 2,6-Dichloro-1,4-benzoquinone"
17564,cpd:C21104,"2,5-Dichloro-p-benzoquinone; 2,5-Dichloro-1,4-benzoquinone"
17565,cpd:C21105,5-Chloro-2-hydroxy-p-benzoquinone
17566,cpd:C21106,24-epi-Campesterol
17567,cpd:C21107,4-(beta-D-Ribofuranosyl)phenol 5'-phosphate
17568,cpd:C21108,Dihydromonacolin L-[acyl-carrier protein]
17569,cpd:C21109,Aminopyrrolnitrin
17570,cpd:C21110,Monodechloroaminopyrrolnitrin
17571,cpd:C21111,Pyrithiamine; 1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium
17572,cpd:C21112,Oxypyrithiamine; 1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(2-hydroxyethyl)-2-methylpyridinium
17573,cpd:C21113,NMNH; Reduced nicotinamide nucleotide
17574,cpd:C21114,(4Z)-Hexadec-4-enoyl-[acyl-carrier protein]
17575,cpd:C21115,(6Z)-Hexadec-6-enoyl-[acyl-carrier protein]; Delta6-Hexadecenoyl-[acyl-carrier protein]; Sapienoyl-[acyl-carrier-protein]
17576,cpd:C21116,Hydroxysqualene; 12-Hydroxysqualene
17577,cpd:C21117,Adenosylhopane
17578,cpd:C21118,Ribosylhopane
17579,cpd:C21119,"Bacteriohopanetetrol; Tetrahydroxybacteriohopane; Bacteriohopane-32,33,34,35-tetrol"
17580,cpd:C21120,Bacteriohopanetetrol-acetylglucosamine
17581,cpd:C21121,Bacteriohopanetetrol-glucosamine; Tetrahydroxybacteriohopane-glucosamine
17582,cpd:C21122,Bacteriohopanetetrol cyclitol ether; Tetrahydroxybacteriohopane cyclitol ether
17583,cpd:C21123,Aminobacteriohopanetriol
17584,cpd:C21124,IPA imine; 2-Imino-3-(indol-3-yl)propanoate
17585,cpd:C21125,Chromopyrrolate; Chromopyrrolic acid
17586,cpd:C21126,K-252c
17587,cpd:C21127,Holyrine A
17588,cpd:C21128,O-Demethyl-N-demethyl-staurosporine; 3'-O-Demethyl-4'-N-demethyl-staurosporine
17589,cpd:C21129,(S)-2-Methylbutanoyl-[acp]; (S)-2-Methylbutanoyl-[acyl-carrier protein]
17590,cpd:C21130,Lovastatin acid; Mevinolinic acid
17591,cpd:C21131,Protodeoxyviolaceinic acid; Protodeoxyviolaceinate
17592,cpd:C21132,Deoxyviolaceinic acid; Deoxyviolaceinate
17593,cpd:C21133,Deoxyviolacein
17594,cpd:C21134,Protoviolaceinic acid; Protoviolaceinate
17595,cpd:C21135,Violaceinic acid; Violaceinate
17596,cpd:C21136,Violacein
17597,cpd:C21137,"dTDP-3-amino-4-oxo-2,3,6-trideoxy-L-allose; dTDP-3-amino-4-keto-2,3,6-trideoxy-L-allose"
17598,cpd:C21138,trans-2-Octenal; (E)-Oct-2-enal
17599,cpd:C21139,(S)-3-Acetyloctanal
17600,cpd:C21140,Aurachin B
17601,cpd:C21141,"4-Hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide"
17602,cpd:C21142,"3,4-Dihydroxy-2-methy-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide"
17603,cpd:C21143,2'-N-Hydroxyrifampicin; 2'-N-Hydroxy-4-oxorifampicin
17604,cpd:C21144,"1,3,7-Trimethyl-5-hydroxyisourate"
17605,cpd:C21145,Protoasukamycin
17606,cpd:C21146,4-Hydroxyprotoasukamycin
17607,cpd:C21147,Asperlicin C
17608,cpd:C21148,Asperlicin E
17609,cpd:C21149,Dibenzothiophene-5-oxide
17610,cpd:C21150,"Dibenzothiophene-5,5-dioxide"
17611,cpd:C21151,Peptide diphthine methyl ester; EF-2 diphthine methyl ester; Diphthine methyl ester-[translation elongation factor 2]
17612,cpd:C21152,"N,N'-Diacetylchitobiose 6'-phosphate"
17613,cpd:C21153,Adenosylcobalamin 5'-phosphate
17614,cpd:C21154,"N-Methylmyosmine; 3-(4,5-Dihydro-1-methyl-1H-pyrrol-2-yl)pyridine"
17615,cpd:C21155,Isatinate
17616,cpd:C21156,Acarbose 7IV-phosphate; Acarbose 7-phosphate
17617,cpd:C21157,KDO2-lipid A 1-diphosphate; alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A 1-diphosphate
17618,cpd:C21158,"Nucleoside 3',5'-bisphosphate"
17619,cpd:C21159,"2,4-Dinitroanisole"
17620,cpd:C21160,L-Alanyl-gamma-D-glutamyl-L-lysine; L-Ala-gamma-D-Glu-L-Lys
17621,cpd:C21161,Mitomycin A
17622,cpd:C21162,Mitomycin B
17623,cpd:C21163,7-Demethylmitomycin A; 6-Demethylmitomycin A
17624,cpd:C21164,7-Demethylmitomycin B; 6-Demethylmitomycin B
17625,cpd:C21165,"9-Methyl-(4E,8E)-sphinga-4,8-dienine ceramide; (E,E)-9-Methylsphinga-4,8-dienine ceramide"
17626,cpd:C21166,4-Hydroxy-3-methylbenzaldehyde
17627,cpd:C21167,4-Hydroxy-3-methylbenzoate; 4-Hydroxy-m-toluate
17628,cpd:C21168,"4-Hydroxyisophthalate; 4-Hydroxy-1,3-benzenedicarboxylate"
17629,cpd:C21169,"N1,N8-Bis(4-coumaroyl)spermidine; N1,N10-Dicoumaroyl spermidine"
17630,cpd:C21170,"N1,N8-Bis(sinapoyl)spermidine; N1,N10-Disinapoyl spermidine"
17631,cpd:C21171,[Wnt]-O-(9Z)-hexadec-9-enoyl-L-serine
17632,cpd:C21172,[Wnt]-L-serine
17633,cpd:C21173,PEtN-KDO2-lipid A; 7-O-Ethanolaminephospho-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A
17634,cpd:C21174,PEtN-KDO2-lipid IV(A); 7-O-Ethanolaminephospho-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IV(A)
17635,cpd:C21175,"Dihydrocaffeoyl-CoA; 3-(3,4-Dihydroxyphenyl)propanoyl-CoA; Hydrocaffeyl-CoA"
17636,cpd:C21176,3''-Oxoribostamycin
17637,cpd:C21177,Prokaryotic ubiquitin-like protein; [Prokaryotic ubiquitin-like protein]-L-glutamate; Pup
17638,cpd:C21178,Pupylated protein; N6-([Prokaryotic ubiquitin-like protein]-gamma-L-glutamyl)-[protein]-L-lysine
17639,cpd:C21179,[Prokaryotic ubiquitin-like protein]-L-glutamine
17640,cpd:C21180,"2-Dehydro-3,6-dideoxy-6-sulfo-D-gluconate; 2-Keto-3,6-dideoxy-6-sulfogluconate"
17641,cpd:C21181,(2S)-3-Sulfolactaldehyde
17642,cpd:C21182,6-Deoxy-6-sulfo-D-gluconate; 6-Deoxy-6-sulfogluconate
17643,cpd:C21183,"Bursehernin; (-)-Bursehernin; (3R,4R)-4-(2H-1,3-Benzodioxol-5-ylmethyl)-3-[(3,4-dimethoxyphenyl)methyl]oxolan-2-one"
17644,cpd:C21184,"(-)-5'-Demethylyatein; (3R,4R)-4-(2H-1,3-Benzodioxol-5-ylmethyl)-3-[(3-hydroxy-4,5-dimethoxyphenyl)methyl]oxolan-2-one"
17645,cpd:C21185,"4'-Demethylepipodophyllotoxin; (-)-4'-Demethylepipodophyllotoxin; (5R,5aR,8aR,9S)-9-Hydroxy-5-(4-hydroxy-3,5-dimethoxyphenyl)-5,8,8a,9-tetrahydrofuro[3',4':6,7]naphtho[2,3-d][1,3]dioxol-6(5aH)-one"
17646,cpd:C21186,"6-Tuliposide B; 6-O-[(3S)-3,4-Dihydroxy-2-methylenebutanoyl]-D-glucose"
17647,cpd:C21187,Tulipalin B; (4S)-4-Hydroxy-3-methylideneoxolan-2-one
17648,cpd:C21188,"Protein N(omega),N(omega)-dimethyl-L-arginine; Protein asymmetric dimethylarginine"
17649,cpd:C21189,"Protein N(omega),N(omega)'-dimethyl-L-arginine; Protein symmetric dimethylarginine"
17650,cpd:C21190,Protein N5-methyl-L-arginine
17651,cpd:C21191,"Pluviatolide; (-)-Pluviatolide; (3R,4R)-4-(2H-1,3-Benzodioxol-5-ylmethyl)-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one"
17652,cpd:C21192,Epoxypheophorbide a
17653,cpd:C21193,Hexa-acyl lipid A in lipopolysaccharide
17654,cpd:C21194,Hepta-acyl lipid A in lipopolysaccharide
17655,cpd:C21195,N-(3-Hydroxybutanoyl)-L-homoserine lactone; 3-Hydroxy-C4-HSL; N-[(RS)-3-Hydroxybutyryl]-L-homoserine lactone
17656,cpd:C21197,N-Hexanoyl-L-homoserine lactone; C6-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]-hexanamide
17657,cpd:C21198,N-(3-Oxohexanoyl)-L-homoserine lactone; 3-Oxo-C6-HSL; N-(beta-Ketocaproyl)-L-homoserine lactone
17658,cpd:C21199,N-Octanoyl-L-homoserine lactone; C8-HSL; N-[(3S)-Tetrahydro-2-oxo-3-furanyl]octanamide
17659,cpd:C21200,N-3-Hydroxyoctanoyl-L-homoserine lactone; 3-OH-C8-HSL; 3-Hydroxy-N-[(3S)-tetrahydro-2-oxo-3-furanyl]-octanamide
17660,cpd:C21201,N-3-Oxo-dodecanoyl-L-homoserine lactone; 3-Oxo-C12-HSL; 3-Oxo-N-[(3S)-tetrahydro-2-oxo-3-furanyl]-dodecanamide
17661,cpd:C21202,cis-2-Dodecenoic acid; BDSF
17662,cpd:C21203,Geranyl phosphate
17663,cpd:C21204,5-epi-Valiolol 7-phosphate
17664,cpd:C21205,1-epi-Valienol 7-phosphate
17665,cpd:C21206,"1,7-Diphospho-1-epi-valienol"
17666,cpd:C21207,NDP-1-epi-valienol 7-phosphate
17667,cpd:C21208,dTDP-acarviose-7-phosphate
17668,cpd:C21209,1-epi-Valienol 1-phosphate
17669,cpd:C21210,NDP-1-epi-valienol
17670,cpd:C21211,Salbostatin 6'-phosphate
17671,cpd:C21212,Archaeal dolichyl phosphate; Dolichyl phosphate
17672,cpd:C21213,"Archaeal dolichyl 3-O-(2,3-diacetamido-2,3-dideoxy-beta-D-glucuronsyl)-N-acetyl-alpha-D-glucosaminyl phosphate; Dol-P-GlcNAc-Glc-2,3-diNAcA"
17673,cpd:C21214,Dimethylallyl phosphate
17674,cpd:C21215,Prenylated FMNH2; Reduced prFMN
17675,cpd:C21216,Validamine 7-phosphate
17676,cpd:C21217,Geranylgeranyl bacteriochlorophyllide a
17677,cpd:C21218,Validone 7-phosphate
17678,cpd:C21219,Validoxylamine A 7'-phosphate
17679,cpd:C21220,AIP-1
17680,cpd:C21221,CSP; Competence-stimulating peptide
17681,cpd:C21222,CSP; Competence-stimulating peptide
17682,cpd:C21223,Blp; Bacteriocin-like peptide
17683,cpd:C21224,SHP2; Short hydrophobic peptide 2
17684,cpd:C21225,SHP3; Short hydrophobic peptide 3
17685,cpd:C21226,cCF10
17686,cpd:C21227,iCF10
17687,cpd:C21228,cAD1
17688,cpd:C21229,iAD1
17689,cpd:C21230,ComX pheromone
17690,cpd:C21231,PhrA pentapeptide
17691,cpd:C21232,PhrC pentapeptide
17692,cpd:C21233,PhrE pentapeptide
17693,cpd:C21234,PhrF pentapeptide
17694,cpd:C21235,PhrG pentapeptide
17695,cpd:C21236,PhrH pentapeptide
17696,cpd:C21237,PhrK pentapeptide
17697,cpd:C21238,NprX peptide
17698,cpd:C21239,PapR peptide
17699,cpd:C21240,Gentamicin C 2''-phosphate
17700,cpd:C21241,AIP-2
17701,cpd:C21242,AIP-3
17702,cpd:C21243,AIP-4
17703,cpd:C21244,AgrD peptide
17704,cpd:C21245,AgrD1 peptide
17705,cpd:C21246,GBAP; Gelatinase biosynthesis-activating pheromone
17706,cpd:C21247,2-Amino-5-epi-valiolone
17707,cpd:C21248,2-Aminovalienone
17708,cpd:C21249,Cetoniacytone B
17709,cpd:C21250,2-Methyl-trans-aconitate
17710,cpd:C21251,6'-Oxokanamycin X
17711,cpd:C21252,6'-Oxokanamycin C
17712,cpd:C21253,Kanamycin D
17713,cpd:C21254,3''-Deamino-3''-hydroxykanamycin B; Nebramycin factor 3
17714,cpd:C21255,Lividamine
17715,cpd:C21256,6'-Oxolividamine
17716,cpd:C21257,4'-Oxolividamine; 3'-Deoxy-4'-oxoparomamine
17717,cpd:C21258,4'-Oxonebramine
17718,cpd:C21259,Nebramine; 3'-Deoxyneamine
17719,cpd:C21260,5''-Phosphoribosylparomamine
17720,cpd:C21261,2'''-N-Acetyl-6'''-deamino-6'''-hydroxyparomomycin II
17721,cpd:C21262,6'''-Deamino-6'''-hydroxyparomomycin II
17722,cpd:C21263,6'''-Deamino-6'''-oxoparomomycin II
17723,cpd:C21264,5'''-epi-Lividomycin B
17724,cpd:C21265,3''-Oxogentamicin A2
17725,cpd:C21266,3''-Amino-3''-deoxygentamicin A2; 3''-Demethyl-gentamicin A
17726,cpd:C21267,6'-Oxogentamicin X2
17727,cpd:C21268,6'-Oxo-G418
17728,cpd:C21269,Antibiotic JI-20Ba; JI-20Ba
17729,cpd:C21270,Gentamicin C2a
17730,cpd:C21273,Benfluralin
17731,cpd:C21275,Mycolactone C
17732,cpd:C21276,Mycolactone D
17733,cpd:C21277,Mycolactone E
17734,cpd:C21278,Mycolactone F
17735,cpd:C21279,BGC 945; ONX 0801
17736,cpd:C21280,AG 2034
17737,cpd:C21281,"Demethyl-4-deoxygadusol; 2,3,5-Trihydroxy-5-(hydroxymethyl)cyclohex-2-en-1-one"
17738,cpd:C21282,"2-epi-Valiolone; (2S,3S,4S,5S)-2,3,4,5-Tetrahydroxy-5-(hydroxymethyl)cyclohexan-1-one"
17739,cpd:C21283,3-Indoleacrylate; (2E)-3-(1H-Indol-3-yl)prop-2-enoate
17740,cpd:C21284,Fe-coproporphyrin III; Coproheme III
17741,cpd:C21285,D-Erythrulose 1-phosphate
17742,cpd:C21286,L-Erythrulose 4-phosphate
17743,cpd:C21287,2-Hydroxyisobutanoyl-CoA; 2-Hydroxy-2-methylpropanoyl-CoA
17744,cpd:C21288,"(2S,3R)-2-Hydroxy-3-(indol-3-yl)butanoate; Indolmycenate"
17745,cpd:C21289,(R)-3-(Indol-3-yl)-2-oxobutyrate; (R)-3-(Indol-3-yl)-2-oxobutanoate; (R)-beta-Methylindolepyruvate
17746,cpd:C21290,"2-Methylpropane-1,2-diol; Isobutene glycol"
17747,cpd:C21291,2-Hydroxy-2-methylpropanal; 2-Hydroxyisobutyraldehyde
17748,cpd:C21292,Maduropeptin chromophore; (-)-Maduropeptin chromophore
17749,cpd:C21293,Validamycin B
17750,cpd:C21294,D-Erythritol 1-phosphate
17751,cpd:C21295,5-Methylphenazine-1-carboxylate
17752,cpd:C21296,1alpha-Hydroxytestosterone
17753,cpd:C21297,2-Hydroxy-2-methylpropanoate; 2-Hydroxyisobutyrate
17754,cpd:C21298,"2,6-Dihydroxybenzoate; gamma-Resorcylate"
17755,cpd:C21299,RCH2NHR'
17756,cpd:C21300,R'NH2
17757,cpd:C21301,Kedarcidin chromophore
17758,cpd:C21303,(25R)-26-Hydroxycholest-4-en-3-one
17759,cpd:C21304,(25S)-26-Oxocholest-4-en-3-one
17760,cpd:C21305,(25R)-26-Oxocholest-4-en-3-one
17761,cpd:C21306,"3,4-Dihydro-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate"
17762,cpd:C21307,"3,4-Dihydro-7-hydroxy-2-methylene-3-oxo-2H-1,4-benzoxazine-5-carboxylate"
17763,cpd:C21308,(S)-beta-Tyrosine
17764,cpd:C21309,(S)-beta-Tyrosyl-[pcp]
17765,cpd:C21310,"(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate"
17766,cpd:C21311,3-(4-Hydroxyphenyl)-3-oxopropanoyl-[pcp]; 4'-Hydroxyphenyl-3-ketopropionyl-[pcp]
17767,cpd:C21312,6-Methylsalicylyl-CoA
17768,cpd:C21313,"3,6-Dimethylsalicylyl-CoA"
17769,cpd:C21314,NDP-D-mannose
17770,cpd:C21315,NDP-4-oxo-6-deoxy-D-mannose
17771,cpd:C21316,"NDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose"
17772,cpd:C21317,"NDP-2-amino-4-oxo-2,6-dideoxy-D-galactose"
17773,cpd:C21318,"NDP-2-amino-2,6-dideoxy-D-galactose"
17774,cpd:C21319,"NDP-2-methylamino-2,6-dideoxy-D-galactose"
17775,cpd:C21320,"3,6,8-Trihydroxy-2-naphthoate; 3,6,8-Trihydroxy-2-naphthoic acid"
17776,cpd:C21321,"3,6,7,8-Tetrahydroxy-2-naphthoate"
17777,cpd:C21322,"3-Hydroxy-6,7,8-trimethoxy-2-naphthoate"
17778,cpd:C21323,"3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoate; 3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoic acid"
17779,cpd:C21324,"3-Hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA"
17780,cpd:C21325,Azatyrosine; 2-Aza-L-tyrosine
17781,cpd:C21326,(R)-2-Aza-beta-tyrosine
17782,cpd:C21327,(R)-2-Aza-beta-tyrosyl-[pcp]
17783,cpd:C21328,(R)-2-Aza-3-chloro-beta-tyrosyl-[pcp]
17784,cpd:C21329,Benzoyl cyanide; Benzoyl nitrile
17785,cpd:C21330,Aurachin C
17786,cpd:C21331,"Aurachin C epoxide; 2-Hydroxy-1a-methyl-7a-[(2E,6E)-farnesyl]-1a,2-dihydrooxireno[2,3-b]quinolin-7(7aH)-one"
17787,cpd:C21332,"8-Dehydro-3-deoxy-D-manno-octulosonate; 3,8-Dideoxy-8-oxo-D-manno-octulosonate"
17788,cpd:C21333,"8-Amino-3,8-dideoxy-D-manno-octulosonate; Kdo8N"
17789,cpd:C21334,"CMP-8-amino-3,8-dideoxy-beta-D-manno-octulosonate; CMP-Kdo8N"
17790,cpd:C21335,"1,2-beta-Oligomannan; 1,2-beta-D-Mannooligosaccharide; [(1->2)-beta-D-Mannosyl]n"
17791,cpd:C21336,"beta-1,2-Mannobiose; beta-D-Mannopyranosyl-(1->2)-D-mannopyranose"
17792,cpd:C21337,Calicheamicinone
17793,cpd:C21338,Calicheamicin T0
17794,cpd:C21339,4-Deoxy-4-thio-alpha-D-digitoxosyl-calicheamicin T0
17795,cpd:C21340,Calicheamicin PsAg
17796,cpd:C21341,Calicheamicin alpha1(I)
17797,cpd:C21342,Calicheamicin alpha3(I)
17798,cpd:C21343,Orsellinate-[acp]
17799,cpd:C21344,2-Methoxyorsellinate-[acp]
17800,cpd:C21345,5-Iodo-2-methoxyorsellinate-[acp]
17801,cpd:C21346,3-Hydroxy-5-iodo-2-methoxyorsellinate-[acp]
17802,cpd:C21347,"5-Iodo-2,3-dimethoxyorsellinate-[acp]; 4-Hydroxy-5-iodo-2,3-dimethoxy-6-methylbenzoate-[acp]"
17803,cpd:C21348,"dTDP-4-hydroxyamino-4,6-dideoxy-alpha-D-glucose"
17804,cpd:C21349,dTDP-4-deoxy-4-thio-alpha-D-digitoxose
17805,cpd:C21350,dTDP-3-O-methyl-beta-L-rhamnose
17806,cpd:C21351,dTDP-4-oxo-alpha-D-xylose; dTDP-4-keto-alpha-D-xylose; dTDP-4-dehydro-alpha-D-xylose
17807,cpd:C21352,dTDP-4-oxo-2-deoxy-alpha-D-pentos-2-ene; dTDP-2-deoxy-4-keto-alpha-D-pentos-2-ene
17808,cpd:C21353,dTDP-4-oxo-2-deoxy-beta-L-xylose; dTDP-4-keto-2-deoxy-beta-L-xylose; dTDP-4-dehydro-2-deoxy-beta-L-xylose
17809,cpd:C21354,"dTDP-4-amino-2,4-dideoxy-beta-L-xylose"
